site_category,model,cpu,ram_spec,storage_spec,configuration,price_inr,compare_at_price_inr,discount_pct,url,handle
Daily Tasks,Agni (Intel N150 Twin Lake),Intel Alder-N Lake N150,Single DDR4 — up to 32 GB,M.2 2280 NVMe + M.2 SATA — up to 8 TB,8GB DDR4 3200MHz / 512GB M.2 + Win 11 Pro,32999,39999,18%,https://www.electroniksindia.com/products/agni-by-skullsaints-mini-pc-intel-twin-lake-n150-vibrant-lcd-screen-m-2-ssd-mini-tower-with-rgb-lights-wifi-6-4k-uhd-dual-lan-for-home-and-office,agni-by-skullsaints-mini-pc-intel-twin-lake-n150-vibrant-lcd-screen-m-2-ssd-mini-tower-with-rgb-lights-wifi-6-4k-uhd-dual-lan-for-home-and-office
Daily Tasks,Agni (Intel N150 Twin Lake),Intel Alder-N Lake N150,Single DDR4 — up to 32 GB,M.2 2280 NVMe + M.2 SATA — up to 8 TB,8GB DDR4 3200MHz / 1TB M.2 + Win 11 Pro,38999,39999,3%,https://www.electroniksindia.com/products/agni-by-skullsaints-mini-pc-intel-twin-lake-n150-vibrant-lcd-screen-m-2-ssd-mini-tower-with-rgb-lights-wifi-6-4k-uhd-dual-lan-for-home-and-office,agni-by-skullsaints-mini-pc-intel-twin-lake-n150-vibrant-lcd-screen-m-2-ssd-mini-tower-with-rgb-lights-wifi-6-4k-uhd-dual-lan-for-home-and-office
Daily Tasks,Agni (Intel N150 Twin Lake),Intel Alder-N Lake N150,Single DDR4 — up to 32 GB,M.2 2280 NVMe + M.2 SATA — up to 8 TB,16GB DDR4 3200MHz / 128GB M.2 + Win 11 Pro,30999,39999,23%,https://www.electroniksindia.com/products/agni-by-skullsaints-mini-pc-intel-twin-lake-n150-vibrant-lcd-screen-m-2-ssd-mini-tower-with-rgb-lights-wifi-6-4k-uhd-dual-lan-for-home-and-office,agni-by-skullsaints-mini-pc-intel-twin-lake-n150-vibrant-lcd-screen-m-2-ssd-mini-tower-with-rgb-lights-wifi-6-4k-uhd-dual-lan-for-home-and-office
Daily Tasks,Agni (Intel N150 Twin Lake),Intel Alder-N Lake N150,Single DDR4 — up to 32 GB,M.2 2280 NVMe + M.2 SATA — up to 8 TB,16GB DDR4 3200MHz / 256GB M.2 + Win 11 Pro,32999,39999,18%,https://www.electroniksindia.com/products/agni-by-skullsaints-mini-pc-intel-twin-lake-n150-vibrant-lcd-screen-m-2-ssd-mini-tower-with-rgb-lights-wifi-6-4k-uhd-dual-lan-for-home-and-office,agni-by-skullsaints-mini-pc-intel-twin-lake-n150-vibrant-lcd-screen-m-2-ssd-mini-tower-with-rgb-lights-wifi-6-4k-uhd-dual-lan-for-home-and-office
Daily Tasks,Agni (Intel N150 Twin Lake),Intel Alder-N Lake N150,Single DDR4 — up to 32 GB,M.2 2280 NVMe + M.2 SATA — up to 8 TB,16GB DDR4 3200MHz / 512GB M.2 + Win 11 Pro,35999,39999,10%,https://www.electroniksindia.com/products/agni-by-skullsaints-mini-pc-intel-twin-lake-n150-vibrant-lcd-screen-m-2-ssd-mini-tower-with-rgb-lights-wifi-6-4k-uhd-dual-lan-for-home-and-office,agni-by-skullsaints-mini-pc-intel-twin-lake-n150-vibrant-lcd-screen-m-2-ssd-mini-tower-with-rgb-lights-wifi-6-4k-uhd-dual-lan-for-home-and-office
Daily Tasks,Agni (Intel N150 Twin Lake),Intel Alder-N Lake N150,Single DDR4 — up to 32 GB,M.2 2280 NVMe + M.2 SATA — up to 8 TB,16GB DDR4 3200MHz / 1TB M.2 + Win 11 Pro,42999,39999,,https://www.electroniksindia.com/products/agni-by-skullsaints-mini-pc-intel-twin-lake-n150-vibrant-lcd-screen-m-2-ssd-mini-tower-with-rgb-lights-wifi-6-4k-uhd-dual-lan-for-home-and-office,agni-by-skullsaints-mini-pc-intel-twin-lake-n150-vibrant-lcd-screen-m-2-ssd-mini-tower-with-rgb-lights-wifi-6-4k-uhd-dual-lan-for-home-and-office
Daily Tasks,Ash (Intel N150 Twin Lake),Intel Alder-N Lake N150,16 GB LPDDR5 4800 MHz (non-expandable),M.2 2242 — up to 2 TB,16GB DDR5 4800MHz + 256GB M.2 + Win 11 Pro,34999,34999,,https://www.electroniksindia.com/products/ash-by-skullsaints-mini-pc-intel-twin-lake-n150-16gb-lpddr5-triple-display-support-m-2-nvme-wifi-5-bluetooth-5-2,ash-by-skullsaints-mini-pc-intel-twin-lake-n150-16gb-lpddr5-triple-display-support-m-2-nvme-wifi-5-bluetooth-5-2
Daily Tasks,Ash (Intel N150 Twin Lake),Intel Alder-N Lake N150,16 GB LPDDR5 4800 MHz (non-expandable),M.2 2242 — up to 2 TB,16GB DDR5 4800MHz + 512GB M.2 + Win 11 Pro,38999,39999,3%,https://www.electroniksindia.com/products/ash-by-skullsaints-mini-pc-intel-twin-lake-n150-16gb-lpddr5-triple-display-support-m-2-nvme-wifi-5-bluetooth-5-2,ash-by-skullsaints-mini-pc-intel-twin-lake-n150-16gb-lpddr5-triple-display-support-m-2-nvme-wifi-5-bluetooth-5-2
Daily Tasks,Ash (Intel N150 Twin Lake),Intel Alder-N Lake N150,16 GB LPDDR5 4800 MHz (non-expandable),M.2 2242 — up to 2 TB,16GB DDR5 4800MHz + 1TB M.2 + Win 11 Pro,42999,44999,4%,https://www.electroniksindia.com/products/ash-by-skullsaints-mini-pc-intel-twin-lake-n150-16gb-lpddr5-triple-display-support-m-2-nvme-wifi-5-bluetooth-5-2,ash-by-skullsaints-mini-pc-intel-twin-lake-n150-16gb-lpddr5-triple-display-support-m-2-nvme-wifi-5-bluetooth-5-2
Daily Tasks,Rudra (Intel N150 Twin Lake),Intel Alder-N Lake N150,16 GB LPDDR5 4800 MHz (non-expandable),M.2 2242 — up to 2 TB,Intel Twin Lake N150 upto 3.4GHz / 16GB DDR5 + 128GB M.2 SSD + Win 11 Pro,33999,37999,11%,https://www.electroniksindia.com/products/rudra-by-skullsaints-mini-pc-with-n150-twin-lake-upto-3-6ghz-16gb-ddr5-ram-512gb-m-2-ssd-triple-4k-display-dual-lan-wifi-6-bluetooth-5-2-win-11-pro,rudra-by-skullsaints-mini-pc-with-n150-twin-lake-upto-3-6ghz-16gb-ddr5-ram-512gb-m-2-ssd-triple-4k-display-dual-lan-wifi-6-bluetooth-5-2-win-11-pro
Daily Tasks,Rudra (Intel N150 Twin Lake),Intel Alder-N Lake N150,16 GB LPDDR5 4800 MHz (non-expandable),M.2 2242 — up to 2 TB,Intel Twin Lake N150 upto 3.4GHz / 16GB DDR5 + 512GB M.2 SSD + Win 11 Pro,38499,37999,,https://www.electroniksindia.com/products/rudra-by-skullsaints-mini-pc-with-n150-twin-lake-upto-3-6ghz-16gb-ddr5-ram-512gb-m-2-ssd-triple-4k-display-dual-lan-wifi-6-bluetooth-5-2-win-11-pro,rudra-by-skullsaints-mini-pc-with-n150-twin-lake-upto-3-6ghz-16gb-ddr5-ram-512gb-m-2-ssd-triple-4k-display-dual-lan-wifi-6-bluetooth-5-2-win-11-pro
Daily Tasks,Rudra (Intel N150 Twin Lake),Intel Alder-N Lake N150,16 GB LPDDR5 4800 MHz (non-expandable),M.2 2242 — up to 2 TB,Intel Twin Lake N150 upto 3.4GHz / 16GB DDR5 + 1TB M.2 SSD + Win 11 Pro,42999,37999,,https://www.electroniksindia.com/products/rudra-by-skullsaints-mini-pc-with-n150-twin-lake-upto-3-6ghz-16gb-ddr5-ram-512gb-m-2-ssd-triple-4k-display-dual-lan-wifi-6-bluetooth-5-2-win-11-pro,rudra-by-skullsaints-mini-pc-with-n150-twin-lake-upto-3-6ghz-16gb-ddr5-ram-512gb-m-2-ssd-triple-4k-display-dual-lan-wifi-6-bluetooth-5-2-win-11-pro
Daily Tasks,Pulse (Intel Celeron 5205U),Intel Celeron 5205U,Single DDR4 — up to 32 GB,1 × M.2 2280 (up to 2 TB) + 1 × M.2 2242 (up to 1 TB),No RAM + No Storage,12999,39999,68%,https://www.electroniksindia.com/products/pulse-by-skullsaints-mini-pc-intel-celeron-5205u-dual-m-2-ssd-slots-2-5gb-lan-hdmi-dual-4k-display-wifi-5-bt-5-0,pulse-by-skullsaints-mini-pc-intel-celeron-5205u-dual-m-2-ssd-slots-2-5gb-lan-hdmi-dual-4k-display-wifi-5-bt-5-0
Daily Tasks,Pulse (Intel Celeron 5205U),Intel Celeron 5205U,Single DDR4 — up to 32 GB,1 × M.2 2280 (up to 2 TB) + 1 × M.2 2242 (up to 1 TB),4GB DDR4 + 128GB M.2 Storage,17999,39999,55%,https://www.electroniksindia.com/products/pulse-by-skullsaints-mini-pc-intel-celeron-5205u-dual-m-2-ssd-slots-2-5gb-lan-hdmi-dual-4k-display-wifi-5-bt-5-0,pulse-by-skullsaints-mini-pc-intel-celeron-5205u-dual-m-2-ssd-slots-2-5gb-lan-hdmi-dual-4k-display-wifi-5-bt-5-0
Heavy Work,CoreX (AMD Ryzen 7 4800H),AMD Ryzen™ 7 4800H,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Black / 0GB / 0GB,27999,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage,corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage
Heavy Work,CoreX (AMD Ryzen 7 4800H),AMD Ryzen™ 7 4800H,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Black / 8GB DDR4 3200MHz / 128GB M.2 + Win 11 Pro,34999,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage,corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage
Heavy Work,CoreX (AMD Ryzen 7 4800H),AMD Ryzen™ 7 4800H,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Black / 8GB DDR4 3200MHz / 256GB M.2 + Win 11 Pro,35999,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage,corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage
Heavy Work,CoreX (AMD Ryzen 7 4800H),AMD Ryzen™ 7 4800H,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Black / 8GB DDR4 3200MHz / 512GB M.2 NVME + Win 11 Pro,38999,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage,corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage
Heavy Work,CoreX (AMD Ryzen 7 4800H),AMD Ryzen™ 7 4800H,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Black / 8GB DDR4 3200MHz / 1TB M.2 NVME + Win 11 Pro,44999,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage,corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage
Heavy Work,CoreX (AMD Ryzen 7 4800H),AMD Ryzen™ 7 4800H,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Black / 16GB DDR4 3200MHz / 128GB M.2 + Win 11 Pro,39499,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage,corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage
Heavy Work,CoreX (AMD Ryzen 7 4800H),AMD Ryzen™ 7 4800H,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Black / 16GB DDR4 3200MHz / 256GB M.2 + Win 11 Pro,40499,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage,corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage
Heavy Work,CoreX (AMD Ryzen 7 4800H),AMD Ryzen™ 7 4800H,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Black / 16GB DDR4 3200MHz / 512GB M.2 NVME + Win 11 Pro,44999,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage,corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage
Heavy Work,CoreX (AMD Ryzen 7 4800H),AMD Ryzen™ 7 4800H,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Black / 16GB DDR4 3200MHz / 1TB M.2 NVME + Win 11 Pro,49499,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage,corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage
Heavy Work,CoreX (AMD Ryzen 7 4800H),AMD Ryzen™ 7 4800H,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Black / 32GB DDR4 3200MHz (16*2) / 128GB M.2 + Win 11 Pro,48499,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage,corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage
Heavy Work,CoreX (AMD Ryzen 7 4800H),AMD Ryzen™ 7 4800H,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Black / 32GB DDR4 3200MHz (16*2) / 256GB M.2 + Win 11 Pro,49999,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage,corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage
Heavy Work,CoreX (AMD Ryzen 7 4800H),AMD Ryzen™ 7 4800H,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Black / 32GB DDR4 3200MHz (16*2) / 512GB M.2 NVME + Win 11 Pro,52499,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage,corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage
Heavy Work,CoreX (AMD Ryzen 7 4800H),AMD Ryzen™ 7 4800H,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Black / 32GB DDR4 3200MHz (16*2) / 1TB M.2 NVME + Win 11 Pro,58499,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage,corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage
Heavy Work,CoreX (AMD Ryzen 7 4800H),AMD Ryzen™ 7 4800H,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Silver / 0GB / 0GB,27999,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage,corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage
Heavy Work,CoreX (AMD Ryzen 7 4800H),AMD Ryzen™ 7 4800H,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Silver / 8GB DDR4 3200MHz / 128GB M.2 + Win 11 Pro,34999,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage,corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage
Heavy Work,CoreX (AMD Ryzen 7 4800H),AMD Ryzen™ 7 4800H,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Silver / 8GB DDR4 3200MHz / 256GB M.2 + Win 11 Pro,35999,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage,corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage
Heavy Work,CoreX (AMD Ryzen 7 4800H),AMD Ryzen™ 7 4800H,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Silver / 8GB DDR4 3200MHz / 512GB M.2 NVME + Win 11 Pro,38999,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage,corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage
Heavy Work,CoreX (AMD Ryzen 7 4800H),AMD Ryzen™ 7 4800H,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Silver / 8GB DDR4 3200MHz / 1TB M.2 NVME + Win 11 Pro,44999,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage,corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage
Heavy Work,CoreX (AMD Ryzen 7 4800H),AMD Ryzen™ 7 4800H,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Silver / 16GB DDR4 3200MHz / 128GB M.2 + Win 11 Pro,39499,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage,corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage
Heavy Work,CoreX (AMD Ryzen 7 4800H),AMD Ryzen™ 7 4800H,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Silver / 16GB DDR4 3200MHz / 256GB M.2 + Win 11 Pro,40499,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage,corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage
Heavy Work,CoreX (AMD Ryzen 7 4800H),AMD Ryzen™ 7 4800H,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Silver / 16GB DDR4 3200MHz / 512GB M.2 NVME + Win 11 Pro,44999,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage,corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage
Heavy Work,CoreX (AMD Ryzen 7 4800H),AMD Ryzen™ 7 4800H,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Silver / 16GB DDR4 3200MHz / 1TB M.2 NVME + Win 11 Pro,49999,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage,corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage
Heavy Work,CoreX (AMD Ryzen 7 4800H),AMD Ryzen™ 7 4800H,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Silver / 32GB DDR4 3200MHz (16*2) / 128GB M.2 + Win 11 Pro,48499,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage,corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage
Heavy Work,CoreX (AMD Ryzen 7 4800H),AMD Ryzen™ 7 4800H,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Silver / 32GB DDR4 3200MHz (16*2) / 256GB M.2 + Win 11 Pro,49499,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage,corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage
Heavy Work,CoreX (AMD Ryzen 7 4800H),AMD Ryzen™ 7 4800H,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Silver / 32GB DDR4 3200MHz (16*2) / 512GB M.2 NVME + Win 11 Pro,52499,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage,corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage
Heavy Work,CoreX (AMD Ryzen 7 4800H),AMD Ryzen™ 7 4800H,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Silver / 32GB DDR4 3200MHz (16*2) / 1TB M.2 NVME + Win 11 Pro,58499,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage,corex-powered-by-ryzen-7-4800h-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage
Heavy Work,CoreX (AMD Ryzen 9 5900HX),AMD Ryzen™ 9 5900HX,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Black / 0GB / 0GB,33999,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc,corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc
Heavy Work,CoreX (AMD Ryzen 9 5900HX),AMD Ryzen™ 9 5900HX,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Black / 8GB DDR4 3200MHz / 128GB M.2 + Win 11 Pro,39999,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc,corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc
Heavy Work,CoreX (AMD Ryzen 9 5900HX),AMD Ryzen™ 9 5900HX,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Black / 8GB DDR4 3200MHz / 256GB M.2 + Win 11 Pro,40999,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc,corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc
Heavy Work,CoreX (AMD Ryzen 9 5900HX),AMD Ryzen™ 9 5900HX,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Black / 8GB DDR4 3200MHz / 512GB M.2 NVME + Win 11 Pro,43999,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc,corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc
Heavy Work,CoreX (AMD Ryzen 9 5900HX),AMD Ryzen™ 9 5900HX,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Black / 8GB DDR4 3200MHz / 1TB M.2 NVME + Win 11 Pro,49999,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc,corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc
Heavy Work,CoreX (AMD Ryzen 9 5900HX),AMD Ryzen™ 9 5900HX,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Black / 16GB DDR4 3200MHz / 128GB M.2 + Win 11 Pro,44499,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc,corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc
Heavy Work,CoreX (AMD Ryzen 9 5900HX),AMD Ryzen™ 9 5900HX,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Black / 16GB DDR4 3200MHz / 256GB M.2 + Win 11 Pro,45499,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc,corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc
Heavy Work,CoreX (AMD Ryzen 9 5900HX),AMD Ryzen™ 9 5900HX,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Black / 16GB DDR4 3200MHz / 512GB M.2 NVME + Win 11 Pro,48499,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc,corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc
Heavy Work,CoreX (AMD Ryzen 9 5900HX),AMD Ryzen™ 9 5900HX,Dual DDR4 SO-DIMM — up to 64 GB,2 × M.2 (2242 + 2280) SATA & NVMe — up to 4 TB,Black / 16GB DDR4 3200MHz / 1TB M.2 NVME + Win 11 Pro,54499,,,https://www.electroniksindia.com/products/corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc,corex-powered-by-ryzen-9-5900hx-wi-fi-6-bt-5-2-triple-display-and-expandable-ram-storage-ai-mini-pc
